ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/07/2025;COBERTURA;IMPORTE AFILIADO
46312;valsartán+amlodipina;NOSTER;10/160 mg comp.x 28;Adium;$ 36350.49;50%;$ 18175.25
46311;valsartán+amlodipina;NOSTER;5/160 mg comp.x 28;Adium;$ 35398.65;50%;$ 17699.33
51771;valsartán+amlodipina;NOSTER;5/320 mg comp.x 28;Adium;$ 43229.61;50%;$ 21614.81
49125;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/10 mg comp.x 28;Adium;$ 45861.62;50%;$ 22930.81
49124;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/5 mg comp.x 28;Adium;$ 45861.62;50%;$ 22930.81
51770;valsartán+hidrocloroti.+amlodip.;NOSTER D;320/25/10 mg comp.x 28;Adium;$ 51111.84;50%;$ 25555.92
43288;valsartán+hidroclorotiazida;ALPERTAN D;160/12.5 mg comp.rec.x28;Adium;$ 25420.47;50%;$ 12710.24
53344;valsartán+hidroclorotiazida;ALPERTAN D;320/12.5 mg comp.rec.x28;Adium;$ 33686.66;50%;$ 16843.33
53345;valsartán+hidroclorotiazida;ALPERTAN D;320/25 mg comp.rec.x28;Adium;$ 34299.37;50%;$ 17149.69
43287;valsartán+hidroclorotiazida;ALPERTAN D;80/12.5 mg comp.rec.x 28;Adium;$ 22801.8;50%;$ 11400.9
56706;vildagliptin;VILZER;50 mg comp.x 30;Adium;$ 32312.5;100%;$ 0
56707;vildagliptin;VILZER;50 mg comp.x 60;Adium;$ 61642.67;100%;$ 0
56712;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 30;Adium;$ 43755.52;100%;$ 0
56713;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 60;Adium;$ 81030.35;100%;$ 0
56708;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 30;Adium;$ 37706.45;100%;$ 0
56709;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 60;Adium;$ 70240.06;100%;$ 0
56710;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 30;Adium;$ 36594.88;100%;$ 0
56711;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 60;Adium;$ 71048.91;100%;$ 0
53169;vit.d3;DEBLAX;cáps.bl.x 1;Adium;$ 11831.91;40%;$ 7099.15
53170;vit.d3;DEBLAX;cáps.bl.x 2;Adium;$ 16929.36;40%;$ 10157.62
13179;vit.e;ETEC 1000;cáps.blandas x 30;Adium;$ 41936.17;40%;$ 25161.7
15385;vit.e;ETEC 1000;cáps.blandas x 60;Adium;$ 71895.11;40%;$ 43137.07
163;atropina,sulfato;ALCON ATROPINA 1%;1% sol.oft.x 5 ml;Alcon;$ 11044.39;50%;$ 5522.2
174;nafazolina+feniramina;MIRUS;sol.oft.x 15 ml;Alcon;$ 9754.76;50%;$ 4877.38
35520;polietilenglicol+propilenglicol;SYSTANE;drop tainer fco.x 15 ml;Alcon;$ 22291.19;50%;$ 11145.6
47668;polietilenglicol+propilenglicol;SYSTANE GEL EN GOTAS;gel oft.en gotas x 10 ml;Alcon;$ 22907.3;50%;$ 11453.65
44216;polietilenglicol+propilenglicol;SYSTANE ULTRA;sol.oft.estéril x 10 ml;Alcon;$ 22291.19;50%;$ 11145.6
61265;polietilenglicol+propilenglicol+;SYSTANE HIDRATACION SP;sol.oft.estéril x 10 ml;Alcon;$ 22291.2;50%;$ 11145.6
140;proparacaína;ANESTALCON;fco.x 15 ml;Alcon;$ 10445.69;50%;$ 5222.85
46655;propilenglicol;SYSTANE BALANCE;sol.oft.estéril x 10 ml;Alcon;$ 22907.3;50%;$ 11453.65
62972;propilenglicol;SYSTANE COMPLETE SP;sol.oft.x 10 ml;Alcon;$ 22291.2;50%;$ 11145.6
56594;propilenglicol;SYSTANE COMPLETE;sol.oft.x 10 ml;Alcon;$ 22291.2;50%;$ 11145.6
138;tropicamida;ALCON MYDRIL;1% sol.oft.x 5 ml;Alcon;$ 11185.76;50%;$ 5592.88
46381;adapaleno;SINAC;0.3% gel x 30 g;Andr¿maco;$ 29729.84;50%;$ 14864.92
299;betametasona+gentamic.+miconazol;MACRIL;cr.x 20 g;Andr¿maco;$ 13219.33;50%;$ 6609.67
39726;betametasona+salicílico,ác.;BETASALIC;loc.x 40 ml;Andr¿maco;$ 10922.01;50%;$ 5461.01
33250;betametasona+salicílico,ác.;BETASALIC;ung.x 15 g;Andr¿maco;$ 12075.75;50%;$ 6037.88
17036;butamirato,citrato;TALASA NF;jbe.x 120 ml;Andr¿maco;$ 13430.88;50%;$ 6715.44
23212;clobetasol;SALAC;cr.x 20 g;Andr¿maco;$ 11030.55;50%;$ 5515.28
50120;clobetasol;SALAC;cr.x 30 g;Andr¿maco;$ 14239.77;50%;$ 7119.89
23213;clobetasol;SALAC;loc.x 40 ml;Andr¿maco;$ 12301.6;50%;$ 6150.8
43829;clobetasol;SALAC;shamp.x 140 ml;Andr¿maco;$ 33160.13;50%;$ 16580.07
23211;clobetasol;SALAC;ung.x 20 g;Andr¿maco;$ 9827.42;50%;$ 4913.71
48143;fluconazol;FLUPEC;150 mg comp.x 2;Andr¿maco;$ 14585.08;50%;$ 7292.54
48144;fluconazol;FLUPEC;150 mg comp.x 4;Andr¿maco;$ 25994.67;50%;$ 12997.34
48145;fluconazol;FLUPEC;150 mg comp.x 8;Andr¿maco;$ 44572.68;50%;$ 22286.34
42663;fusídico,ác.;ACIFUSIN;cr.x 15 g;Andr¿maco;$ 13033.78;60%;$ 5213.51
42665;fusídico,ác.+betametasona;ACIFUSIN B;cr.x 15 g;Andr¿maco;$ 15001.6;50%;$ 7500.8
38925;hidrocortisona;DEMACORT;cr.x 15 g;Andr¿maco;$ 8683.61;50%;$ 4341.81
50965;hidrocortisona+asoc.;HIPOGLOS CON HIDROCORTISONA;pda.x 15 g;Andr¿maco;$ 6550.39;50%;$ 3275.2
5657;ketoconazol;FITONAL;comp.x 20;Andr¿maco;$ 12032.14;40%;$ 7219.28
5718;ketoconazol;FITONAL;cr.x 30 g;Andr¿maco;$ 12668.28;40%;$ 7600.97
36791;levocetirizina;LEVOMINE;5 mg comp.x 10;Andr¿maco;$ 8044.92;50%;$ 4022.46
44841;levocetirizina;LEVOMINE;5 mg comp.x 30;Andr¿maco;$ 20490.57;50%;$ 10245.29
12137;mebendazol;MEBUTAR 200;comp.x 6;Andr¿maco;$ 10378.94;50%;$ 5189.47
12138;mebendazol;MEBUTAR 200;susp.x 30 ml;Andr¿maco;$ 11753.47;50%;$ 5876.74
302;mebendazol+tinidazol;MEBUTAR COMPUESTO;comp.rec.x 6;Andr¿maco;$ 9768.68;50%;$ 4884.34
32780;mebendazol+tinidazol;MEBUTAR COMPUESTO;pvo.susp.oral x 18 g;Andr¿maco;$ 11093.24;50%;$ 5546.62
19976;miconazol;DERALBINE;cr.x 40 g;Andr¿maco;$ 13630.4;40%;$ 8178.24
19978;miconazol;DERALBINE;loc.x 40 ml;Andr¿maco;$ 14424.19;40%;$ 8654.51
26902;miconazol;DERALBINE;pvo.en spray x 90 g;Andr¿maco;$ 25612.54;40%;$ 15367.52
19977;miconazol;DERALBINE;pvo.x 40 g;Andr¿maco;$ 15351.75;40%;$ 9211.05
304;naproxeno;NAPRUX;250 mg comp.x 20;Andr¿maco;$ 13582.48;40%;$ 8149.49
22867;naproxeno;NAPRUX;250 mg comp.x 50;Andr¿maco;$ 29268.91;40%;$ 17561.35
636;naproxeno;NAPRUX;500 mg comp.x 20;Andr¿maco;$ 27431.28;40%;$ 16458.77
38821;naproxeno;NAPRUX;500 mg comp.x 50;Andr¿maco;$ 59372.29;40%;$ 35623.37
41754;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 10;Andr¿maco;$ 13169.68;40%;$ 7901.81
41755;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 20;Andr¿maco;$ 26255.02;40%;$ 15753.01
40274;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 10;Andr¿maco;$ 10070.81;50%;$ 5035.41
40275;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 30;Andr¿maco;$ 29132.88;50%;$ 14566.44
49541;salicílico,ác.+asoc.;ACNOXIN;loc.x 140 ml;Andr¿maco;$ 16501.19;50%;$ 8250.6
49916;salicílico,ác.+asoc.;ACNOXIN;spray x 140 ml;Andr¿maco;$ 20132.88;50%;$ 10066.44
42664;sodio,fusidato;ACIFUSIN;ung.x 15 g;Andr¿maco;$ 11222.53;60%;$ 4489.01
15129;tretinoína+asoc.;HIDROSAM T;0.025% env.x 20 g;Andr¿maco;$ 25849.13;50%;$ 12924.57
15130;tretinoína+asoc.;HIDROSAM T;0.050% env.x 20 g;Andr¿maco;$ 27206.58;50%;$ 13603.29
24660;tretinoína+asoc.;HIDROSAM T;0.100% env.x 20 g;Andr¿maco;$ 30598.55;50%;$ 15299.28
4758;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 100 g;Andr¿maco;$ 26441.91;40%;$ 15865.15
9422;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 50 g;Andr¿maco;$ 13557.2;40%;$ 8134.32
10207;zinc,undecilenato+asoc.;HIPOGLOS CICATRIZANTE;pvo.x 40 g;Andr¿maco;$ 13289.92;50%;$ 6644.96
28144;alendronato;MARVIL;70 mg comp.x 4;Ariston;$ 20074.58;60%;$ 8029.83
30358;alendronato;SILIDRAL 70;70 mg comp.x 4;Ariston;$ 14026.24;60%;$ 5610.5
46153;allopurinol;ALLOPURINOL HOUDE;300 mg comp.x 30;Ariston;$ 6954.23;60%;$ 2781.69
32127;allopurinol+colchicina;ARTREX RETARD;cáps.x 20;Ariston;$ 13245.27;60%;$ 5298.11
16203;allopurinol+colchicina;ARTREX RETARD;cáps.x 40;Ariston;$ 18877.76;60%;$ 7551.1
8587;arginina;LACORENE;fco.x 200 ml c/dosif.;Ariston;$ 18993.96;50%;$ 9496.98
55753;aripiprazol;ARISDAR;10 mg comp.x 30;Ariston;$ 21316.33;50%;$ 10658.17
54680;aripiprazol;ARISDAR;15 mg comp.x 30;Ariston;$ 31663.95;50%;$ 15831.98
54679;aripiprazol;ARISDAR;5 mg comp.x 30;Ariston;$ 19797.81;50%;$ 9898.91
54681;baclofeno;BACLOX;10 mg comp.x 60;Ariston;$ 20267.44;50%;$ 10133.72
60101;baclofeno;BACLOX;25 mg comp.x 30;Ariston;$ 25334.07;50%;$ 12667.04
11798;butetamato;HELIPHENICOL;susp.x 120 ml;Ariston;$ 9073.15;50%;$ 4536.58
48768;butimerina+asoc.;BUTIMERIN;pvo.x 20 g;Ariston;$ 12395.87;50%;$ 6197.94
20563;calcio,acetato;ROYEN;500 mg cáps.x 120;Ariston;$ 299028.13;40%;$ 179416.88
18981;calcio,carbonato;CALCIONAL;naranja comp.x 60;Ariston;$ 14905.03;60%;$ 5962.01
35071;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x30;Ariston;$ 8025.24;60%;$ 3210.1
35072;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x60;Ariston;$ 14784.96;60%;$ 5913.98
53739;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 30;Ariston;$ 9984.91;40%;$ 5990.95
33558;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 30;Ariston;$ 8587.67;40%;$ 5152.6
33557;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 60;Ariston;$ 15425.4;40%;$ 9255.24
53740;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 60;Ariston;$ 17980.57;40%;$ 10788.34
18622;castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;comp.rec.x 30;Ariston;$ 15531.96;50%;$ 7765.98
8576;castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;sol.x 30 ml;Ariston;$ 10322.05;50%;$ 5161.03
27676;ciprofloxacina;FLORAXINA;gts.oft.x 5 ml;Ariston;$ 6312.73;60%;$ 2525.09
56798;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 20;Ariston;$ 16961.25;50%;$ 8480.63
56799;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 30;Ariston;$ 25441.99;50%;$ 12721
8577;colchicina;COLCHICINA HOUDE;comp.x 20;Ariston;$ 12094.73;60%;$ 4837.89
24160;colchicina;COLCHICINA HOUDE;comp.x 60;Ariston;$ 31668.39;60%;$ 12667.36
43897;condroitín,sulfato+glucosamina;OSTATAC DUO;sob.x 30;Ariston;$ 52264.53;50%;$ 26132.27
33509;dexametasona;DEXATOTAL;4 mg comp.ran.x 10;Ariston;$ 6041;50%;$ 3020.5
33510;dexametasona;DEXATOTAL;4 mg comp.ran.x 20;Ariston;$ 11486.4;50%;$ 5743.2
33511;dexametasona;DEXATOTAL;8 mg comp.ran.x 10;Ariston;$ 12751.12;50%;$ 6375.56
48347;dexametasona;DEXATOTAL;8 mg comp.ran.x 20;Ariston;$ 22644.71;50%;$ 11322.36
33512;dexametasona;DEXATOTAL;8 mg comp.ran.x 30;Ariston;$ 30239.2;50%;$ 15119.6
24423;dexametasona+neomicina+asoc.;NEOSONA 5;gts.oft.x 10 ml;Ariston;$ 6498.86;50%;$ 3249.43
24424;dexametasona+neomicina+asoc.;NEOSONA 100;gts.oft.x 10 ml;Ariston;$ 9350.78;50%;$ 4675.39
59412;dexlansoprazol;ARIGASTRIL 60;cáps.x 15;Ariston;$ 26257.27;40%;$ 15754.36
59410;dexlansoprazol;ARIGASTRIL 30;cáps.x 15;Ariston;$ 18736.84;40%;$ 11242.1
59411;dexlansoprazol;ARIGASTRIL 30;cáps.x 30;Ariston;$ 35352.41;40%;$ 21211.45
59413;dexlansoprazol;ARIGASTRIL 60;cáps.x 30;Ariston;$ 50494.98;40%;$ 30296.99
25982;diclofenac sódico;NATURA FENAC;gts.oft.x 5 ml;Ariston;$ 10285.03;40%;$ 6171.02
51320;duloxetina;DUERIX;30mg cáps.lib.mod.x 14;Ariston;$ 21154.88;50%;$ 10577.44
51321;duloxetina;DUERIX;60mg cáps.lib.mod.x28;Ariston;$ 42328.35;50%;$ 21164.18
588;escina+asoc.;VENOSTASIN;gel x 50 g;Ariston;$ 16335.88;50%;$ 8167.94
43823;escitalopram;EX3;10 mg comp.x 30;Ariston;$ 26099.41;50%;$ 13049.71
43825;escitalopram;EX3;20 mg comp.x 30;Ariston;$ 49000.7;50%;$ 24500.35
46249;febuxostat;FEBUXTAT;80 mg comp.ran.x 30;Ariston;$ 55843.74;50%;$ 27921.87
11796;fenilefrina+asoc.;ALZATEN DISGRELENT;grag.x 20;Ariston;$ 10520.91;50%;$ 5260.46
530;fenilefrina+asoc.;ALZATEN;gts.x 20 ml;Ariston;$ 10201.34;50%;$ 5100.67
8573;fenobarbital;ALEPSAL;comp.x 20;Ariston;$ 7001.51;80%;$ 1400.3
12624;fenobarbital;ALEPSAL;comp.x 60;Ariston;$ 17286.6;80%;$ 3457.32
37375;finasteride;Q-PROST;5 mg comp.x 30;Ariston;$ 21492.61;50%;$ 10746.31
48603;gabapentin;ARAPENTIN;100 mg cáps.x 30;Ariston;$ 13473.33;60%;$ 5389.33
48604;gabapentin;ARAPENTIN;300 mg cáps.x 30;Ariston;$ 24174.12;60%;$ 9669.65
48606;gabapentin;ARAPENTIN;600 mg comp.x 30;Ariston;$ 29272.65;60%;$ 11709.06
27220;glucosamina;OSTATAC;1500 mg sob.x 20;Ariston;$ 22415.69;50%;$ 11207.85
38531;hialuronato sódico+asoc.;IURONICO BIOTIC;cr.x 30 g;Ariston;$ 21337.34;50%;$ 10668.67
36685;hialurónico,ác.;IURONICODERM;cr.x 30 g;Ariston;$ 17835.12;50%;$ 8917.56
43311;hialurónico,ác.;IURONICODERM;cr.x 90 g;Ariston;$ 40406.01;50%;$ 20203.01
28379;hidralazina;HYDRAPRES;50 mg comp.x 30;Ariston;$ 52182.07;50%;$ 26091.04
24428;hidroxipropilmetilcelulosa;NATURA LAGRIMAS;gts.oft.x 15 ml;Ariston;$ 8613.26;50%;$ 4306.63
32364;hierro+vit.b12+fólico,ác.;TENVIC;comp.rec.x 20;Ariston;$ 5367.79;50%;$ 2683.9
43146;hierro+vit.b12+fólico,ác.;TENVIC;comp.rec.x 30;Ariston;$ 17231.35;50%;$ 8615.68
42335;ibandrónico,ác.;ADROMUX;150 mg comp.x 1;Ariston;$ 27567.75;50%;$ 13783.88
42907;ibandrónico,ác.;SILIDRAL UNO;150 mg comp.x 1;Ariston;$ 23468.54;50%;$ 11734.27
48620;ibandrónico,ác.;ADROMUX;150 mg comp.x 3;Ariston;$ 63979.05;50%;$ 31989.53
55755;lacosamida;LACOMAX;100 mg comp.x 30;Ariston;$ 73762.99;50%;$ 36881.5
55756;lacosamida;LACOMAX;200 mg comp.x 30;Ariston;$ 132969.31;50%;$ 66484.66
55754;lacosamida;LACOMAX;50 mg comp.x 30;Ariston;$ 34767.46;50%;$ 17383.73
38303;leflunomida;LEFLUNOMIDA SC;20 mg comp.rec.x 30;Ariston;$ 31104.8;50%;$ 15552.4
38738;litio,carbonato;CEGLUTION XR;comp.x 30;Ariston;$ 11419.87;50%;$ 5709.94
38739;litio,carbonato;CEGLUTION XR;comp.x 60;Ariston;$ 21291.78;50%;$ 10645.89
31104;litio,carbonato;CEGLUTION 300;tab.x 20;Ariston;$ 6705.92;50%;$ 3352.96
544;litio,carbonato;CEGLUTION 300;tab.x 50;Ariston;$ 16199.3;50%;$ 8099.65
41350;litio,carbonato;CEGLUTION 300;tab.x 90;Ariston;$ 25483.29;50%;$ 12741.65
43517;memantine;TONIBRAL;10 mg comp.rec.ran.x 30;Ariston;$ 28874.34;50%;$ 14437.17
51921;memantine;TONIBRAL XR;14 mg cáps.x 30;Ariston;$ 33486.28;50%;$ 16743.14
49536;memantine;TONIBRAL 20;20 mg comp.rec.ran.x 30;Ariston;$ 39563.36;50%;$ 19781.68
51923;memantine;TONIBRAL XR;28 mg cáps.x 30;Ariston;$ 45518.29;50%;$ 22759.15
44805;mesalazina;5XR 500;500 mg comp.x 100;Ariston;$ 99729.49;50%;$ 49864.75
44804;mesalazina;5XR 500;500 mg comp.x 50;Ariston;$ 58698.72;50%;$ 29349.36
41465;mirtazapina;TETRAZIC;30 mg comp.x 30;Ariston;$ 30400.01;50%;$ 15200.01
52079;modafinilo;VISPER;200 mg comp.x 15;Ariston;$ 25824.21;50%;$ 12912.11
52080;modafinilo;VISPER;200 mg comp.x 30;Ariston;$ 48995.01;50%;$ 24497.51
48608;naltrexona;NALCOTREX;50 mg comp.x 30;Ariston;$ 143488.32;50%;$ 71744.16
45108;otilonio,bromuro;BROMOTIL;40 mg comp.x 20;Ariston;$ 10583.34;50%;$ 5291.67
45109;otilonio,bromuro;BROMOTIL;40 mg comp.x 60;Ariston;$ 22363.2;50%;$ 11181.6
50973;paroxetina;OPTIPAR;20 mg comp.rec.x 30;Ariston;$ 24585.32;50%;$ 12292.66
52612;pregabalina;PREBIEN 150 DIVIDOSIS;150 mg comp.birran.x 30;Ariston;$ 37505.98;50%;$ 18752.99
47646;pregabalina;PREBIEN;150 mg cáps.x 28;Ariston;$ 42748.1;50%;$ 21374.05
49127;pregabalina;PREBIEN 75 DIVIDOSIS;75 mg comp.birran.x 30;Ariston;$ 31521.17;50%;$ 15760.59
47645;pregabalina;PREBIEN;75 mg cáps.x 28;Ariston;$ 26158.28;50%;$ 13079.14
49996;rifaximina;RIFAXTRIL;200 mg comp.x 20;Ariston;$ 16194.12;50%;$ 8097.06
49997;rifaximina;RIFAXTRIL;200 mg comp.x 40;Ariston;$ 32207.45;50%;$ 16103.73
54988;rifaximina;RIFAXTRIL;550 mg comp.x 10;Ariston;$ 22675.78;50%;$ 11337.89
54989;rifaximina;RIFAXTRIL;550 mg comp.x 30;Ariston;$ 58465.26;50%;$ 29232.63
54990;rifaximina;RIFAXTRIL;550 mg comp.x 60;Ariston;$ 99763.26;50%;$ 49881.63
43134;tamsulosina;UROPROST-Q;0.4 mg cáps.x 30;Ariston;$ 28633.67;50%;$ 14316.84
43135;tamsulosina;UROPROST-Q;0.4 mg cáps.x 60;Ariston;$ 46936.61;50%;$ 23468.31
50972;tióctico,ác.;AT 600;600 mg comp.rec.x 30;Ariston;$ 747.93;50%;$ 373.97
49136;tramadol;ANA-Q;50 mg comp.x 30;Ariston;$ 17076.38;50%;$ 8538.19
48495;trifluoperazina;CUAIT TRIFLUOPERAZINA;10 mg comp.x 30;Ariston;$ 16478.23;50%;$ 8239.12
48044;troxerrutina+escina;TUBARINE 1000;comp.x 30;Ariston;$ 28078.77;50%;$ 14039.39
38306;troxerrutina+escina;TUBARINE GEL;pomo x 50 g;Ariston;$ 12730.86;50%;$ 6365.43
44801;ursodesoxicólico,ác.;AUDECOL;150 mg comp.x 20;Ariston;$ 12827.24;50%;$ 6413.62
37330;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 30;Ariston;$ 39644.68;50%;$ 19822.34
39373;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 60;Ariston;$ 67710.91;50%;$ 33855.46
48496;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 20;Ariston;$ 26985.07;50%;$ 13492.54
44803;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 50;Ariston;$ 55363.27;50%;$ 27681.64
43142;venlafaxina;QUILAREX XR;150 mg comp.x 28;Ariston;$ 29697.42;50%;$ 14848.71
43140;venlafaxina;QUILAREX XR;75 mg comp.x 28;Ariston;$ 22327.08;50%;$ 11163.54
35693;venlafaxina;QUILAREX;75 mg comp.x 30;Ariston;$ 16385.54;50%;$ 8192.77
8579;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 20;Ariston;$ 14555.12;40%;$ 8733.07
13129;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 40;Ariston;$ 25065.07;40%;$ 15039.04
39585;vit.d3;STEROGYL;f.a.beb.x 2 ml;Ariston;$ 9538.1;40%;$ 5722.86
44326;vit.d3;STEROGYL 400;sol.oral x 10 ml;Ariston;$ 10772.69;40%;$ 6463.61
48793;vit.d3;STEROGYL 1000;sol.oral x 4 ml;Ariston;$ 8575.22;40%;$ 5145.13
20633;warfarina;CIRCUVIT;2 mg comp.x 20;Ariston;$ 7171.82;80%;$ 1434.36
38256;warfarina;CIRCUVIT;2 mg comp.x 50;Ariston;$ 16234.71;80%;$ 3246.94
20634;warfarina;CIRCUVIT;5 mg comp.x 20;Ariston;$ 8230.23;80%;$ 1646.05
38257;warfarina;CIRCUVIT;5 mg comp.x 50;Ariston;$ 17369.13;80%;$ 3473.83
26734;zolpidem;SUMENAN;10 mg comp.x 30;Ariston;$ 11432.41;50%;$ 5716.21
9136;atracurio,besilato;TRACRIUM;50 mg iny.a.x 1 x 5 ml;Aspen Argentina;$ 1547.02;50%;$ 773.51
608;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.3 ml;Aspen Argentina;$ 10731.63;60%;$ 4292.65
15062;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.4 ml;Aspen Argentina;$ 20161.28;60%;$ 8064.51
1339;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.6 ml;Aspen Argentina;$ 28848.34;60%;$ 11539.34
14924;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.8 ml;Aspen Argentina;$ 35625.04;60%;$ 14250.02
2296;alprazolam;XANAX;0.50 mg comp.x 30;Aspen Pharma;$ 3555.62;50%;$ 1777.81
2297;alprazolam;XANAX;0.50 mg comp.x 60;Aspen Pharma;$ 7220.91;50%;$ 3610.46
9744;alprazolam;XANAX;1 mg comp.x 30;Aspen Pharma;$ 5478.93;50%;$ 2739.47
2299;alprazolam;XANAX;1 mg comp.x 60;Aspen Pharma;$ 10890.82;50%;$ 5445.41
50582;amlodipina;AMLOC ODT;10 mg comp.x 30;Aspen Pharma;$ 16686.08;60%;$ 6674.43
5169;amlodipina;AMLOC;10 mg tab.x 20;Aspen Pharma;$ 17995.09;60%;$ 7198.04
11205;amlodipina;AMLOC;10 mg tab.x 30;Aspen Pharma;$ 31532.46;60%;$ 12612.98
37933;amlodipina;AMLOC;10 mg tab.x 60;Aspen Pharma;$ 53867.95;60%;$ 21547.18
50581;amlodipina;AMLOC ODT;5 mg comp.x 30;Aspen Pharma;$ 8567.93;60%;$ 3427.17
5168;amlodipina;AMLOC;5 mg tab.x 20;Aspen Pharma;$ 6561.14;60%;$ 2624.46
11204;amlodipina;AMLOC;5 mg tab.x 30;Aspen Pharma;$ 17384.27;60%;$ 6953.71
37932;amlodipina;AMLOC;5 mg tab.x 60;Aspen Pharma;$ 30319.23;60%;$ 12127.69
20505;atorvastatín;LIPITOR;10 mg comp.x 30;Aspen Pharma;$ 33262.46;80%;$ 6652.49
28136;atorvastatín;LIPITOR;10 mg comp.x 60;Aspen Pharma;$ 56024.41;80%;$ 11204.88
20506;atorvastatín;LIPITOR;20 mg comp.x 30;Aspen Pharma;$ 55755.15;80%;$ 11151.03
28137;atorvastatín;LIPITOR;20 mg comp.x 60;Aspen Pharma;$ 97646.71;80%;$ 19529.34
29111;atorvastatín;LIPITOR;40 mg comp.x 30;Aspen Pharma;$ 63654.47;80%;$ 12730.89
51549;atorvastatín;LIPITOR;80 mg comp.x 30;Aspen Pharma;$ 78323.12;80%;$ 15664.62
23356;celecoxib;CELEBREX;200 mg cáps.x 20;Aspen Pharma;$ 23430.49;50%;$ 11715.25
35926;doxazosina;CARDURA;2 mg tab.x 30;Aspen Pharma;$ 35766.29;50%;$ 17883.15
35927;doxazosina;CARDURA;4 mg tab.x 30;Aspen Pharma;$ 41062.65;50%;$ 20531.33
47287;eplerenona;ALDACTONE EP 25 MG;comp.x 30;Aspen Pharma;$ 21566.95;50%;$ 10783.48
47288;eplerenona;ALDACTONE EP 50 MG;comp.x 30;Aspen Pharma;$ 31547.84;50%;$ 15773.92
6193;estriol;ORGESTRIOL;cr.vag.x 15 g c/aplic.;Aspen Pharma;$ 9929.15;50%;$ 4964.58
8412;estriol;ORGESTRIOL;óv.x 10;Aspen Pharma;$ 10166.84;50%;$ 5083.42
49971;gabapentin;NEURONTIN;100 mg cáps.x 90;Aspen Pharma;$ 50701.87;60%;$ 20280.75
30093;gabapentin;NEURONTIN;300 mg cáps.x 30;Aspen Pharma;$ 33119.3;60%;$ 13247.72
16551;gabapentin;NEURONTIN;300 mg cáps.x 60;Aspen Pharma;$ 62787.83;60%;$ 25115.13
16552;gabapentin;NEURONTIN;400 mg cáps.x 60;Aspen Pharma;$ 78286.48;60%;$ 31314.59
27618;gabapentin;NEURONTIN;600 mg comp.rec.x 30;Aspen Pharma;$ 45482.38;60%;$ 18192.95
19634;latanoprost;XALATAN;gts.oft.x 2.5 ml;Aspen Pharma;$ 20585.2;60%;$ 8234.08
29235;latanoprost+timolol;XALACOM;gts.oft.x 2.5 ml;Aspen Pharma;$ 21227.01;50%;$ 10613.51
5360;metildopa;ALDOMET;250 mg comp.rec.x 30;Aspen Pharma;$ 6701.38;60%;$ 2680.55
5362;metildopa;ALDOMET;500 mg comp.rec.x 30;Aspen Pharma;$ 9403.77;60%;$ 3761.51
6181;nandrolona;DECA-DURABOLIN;50 mg iny.a.x 1 x 1 ml;Aspen Pharma;$ 15208.94;50%;$ 7604.47
50362;pregabalina;LYRICA;150 mg cáps.x 30;Aspen Pharma;$ 57150.41;50%;$ 28575.21
50356;pregabalina;LYRICA;25 mg cáps.x 30;Aspen Pharma;$ 13113.67;50%;$ 6556.84
50357;pregabalina;LYRICA;25 mg cáps.x 60;Aspen Pharma;$ 24175.33;50%;$ 12087.67
